Start,End,Cycle,Line,Equipment,Part,Parameter,Expected_value_min,Expected_value_max,Value,Date
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,150.62,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,139.94,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.5,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,150.36,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,143.27,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,29.8,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,117.18,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,120.91,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,116.91,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,107.05,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,102.1,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,5.25,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,95.07,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,120.08,NULL
2:00:00 AM,4:00:00 AM,10,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,119.04,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,11.79,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1989.1,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,16.63,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,108.25,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,101.83,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,7.52,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,151.98,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,137.89,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.91,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,155.02,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,145.71,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.21,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,124.48,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,117.37,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,106.99,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,66.09,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,104.57,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,14.86,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,100.19,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,124.49,NULL
4:00:00 AM,6:00:00 AM,11,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,117.49,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,12.68,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1970.28,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,13.98,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,102.27,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,105.62,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,13.67,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,147.2,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,140.72,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.48,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,147.76,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,142.2,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.22,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,122.41,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,122.98,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,99.74,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,113.63,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,101.42,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,8.32,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,96.06,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,116.28,NULL
6:00:00 AM,8:00:00 AM,12,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,124.48,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,9.45,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,999.37,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,2.89,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,102.12,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,101.35,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,11.99,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,151.36,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,136.27,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.93,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,150.32,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,133.13,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,29.77,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,123.39,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,115.65,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,75.59,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,117.61,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,107.73,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,10.16,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,116.17,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,116.73,NULL
8:00:00 AM,10:00:00 AM,13,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,122.44,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,10.5,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1941.38,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,14.09,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,109.14,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,107.39,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,11.66,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,149.21,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,144.72,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.46,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,148.44,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,140.98,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.24,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,116.18,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,118.27,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,65.1,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,83.93,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,102.67,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,11.4,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,86.72,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,118.96,NULL
10:00:00 AM,12:00:00 PM,14,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,122.28,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,5.71,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1137.97,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,2.5,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,106.75,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,104.74,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,9.78,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,147.01,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,136.28,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.45,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,148.01,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,135.19,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,29.75,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,121.37,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,117.16,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,78.12,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,63.59,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,106.35,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,11.11,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,121.27,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,115.38,NULL
12:00:00 PM,2:00:00 PM,15,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,118.16,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,8.37,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1317.48,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,17.67,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,104.85,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,100.29,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,10.6,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,149.42,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,143.35,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.44,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,155.23,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,146.99,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.26,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,119.37,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,116.34,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,109.94,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,108.43,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,105.92,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,10.44,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,85.48,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,118.59,NULL
2:00:00 PM,4:00:00 PM,16,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,120.27,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,11.82,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,2001.96,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,2.61,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,107.72,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,107.72,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,11.87,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,150.18,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,141.44,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.97,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,148.5,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,135.27,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,29.73,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,115.15,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,122.31,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,77.91,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,81.38,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,109.95,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,13.89,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,109.81,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,119.94,NULL
4:00:00 PM,6:00:00 PM,17,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,116.52,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,9.46,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,997.1,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,4.43,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,109.61,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,106.07,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,12.01,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,150.03,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,136.62,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.98,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,144.91,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,147.17,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.28,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,120.96,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,123.19,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,113.65,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,83.71,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,104.2,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,7,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,63.61,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,118.08,NULL
6:00:00 PM,8:00:00 PM,18,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,124.86,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,6.02,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,997.75,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,8.75,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,101.89,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,101.29,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,7.44,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,149.8,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,143.84,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.41,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,152.86,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,136.11,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,29.71,NULL
